ACCTID,ACCTTYPE,ACCTNAME,FIRSTNAME,SURNAME,DOB,ACCTCREATED,ACCTRISK,ADDRESS,ADDRESS_LAT,ADDRESS_LON,CATEGORY
500354,MAXI-SAVER,"Coleman, Bianca",Bianca,Coleman,1963-07-23T00:00:00,2015-04-05T00:00:00,LOW,BRISBANE,-27.465889400000002,153.05256351284277,CUSTOMER
500355,MAXI-SAVER,"Garcia, Thomas",Thomas,Garcia,1990-07-22T00:00:00,2018-02-18T00:00:00,LOW,BRISBANE,-27.4234112,153.0200373,CUSTOMER
500356,CREDIT,"Rose, Anna",Anna,Rose,1959-08-24T00:00:00,2016-11-02T00:00:00,LOW,BRISBANE,-27.3986528,153.0213564,CUSTOMER
500357,SAVINGS,"Bailey, Joel",Joel,Bailey,1983-02-08T00:00:00,2018-06-29T00:00:00,LOW,BRISBANE,-27.42655272029878,152.97724070717805,CUSTOMER
500358,SAVINGS,"Dunn, Nicole",Nicole,Dunn,1983-12-12T00:00:00,2018-12-01T00:00:00,LOW,BRISBANE,-27.4061485,153.0563946,CUSTOMER
500359,SAVINGS,"Cox, Mike",Mike,Cox,1972-12-11T00:00:00,2020-02-10T00:00:00,LOW,BRISBANE,-27.436023521363413,152.9510822876135,CUSTOMER
500360,CREDIT,"Pierce, Russell",Russell,Pierce,1966-02-15T00:00:00,2019-02-25T00:00:00,LOW,BRISBANE,-27.3949766,153.0250583,CUSTOMER
500361,SAVINGS,"Jennings, Catherine",Catherine,Jennings,1988-10-06T00:00:00,2018-12-28T00:00:00,LOW,BRISBANE,-27.45017815,153.00899710800616,CUSTOMER
500362,SAVINGS,"Johnston, Christopher",Christopher,Johnston,1979-12-18T00:00:00,2020-01-08T00:00:00,LOW,BRISBANE,-27.5189824,153.0522416,CUSTOMER
500363,MAXI-SAVER,"Taylor, Jack",Jack,Taylor,1968-09-14T00:00:00,2017-05-20T00:00:00,LOW,BRISBANE,-27.482866363403758,152.9633648696531,CUSTOMER
500364,MAXI-SAVER,"Short, Sarah",Sarah,Short,1972-04-08T00:00:00,2020-01-31T00:00:00,LOW,BRISBANE,-27.4614475,153.0126937,CUSTOMER
500365,BUSINESS,"Boyd, James",James,Boyd,1961-10-30T00:00:00,2019-12-16T00:00:00,LOW,BRISBANE,-27.481521229995888,152.96959241851235,CUSTOMER
500366,SAVINGS,"Patterson, Deanna",Deanna,Patterson,1978-08-22T00:00:00,2020-02-14T00:00:00,LOW,BRISBANE,-27.5192516,153.0801126,CUSTOMER
500367,CREDIT,"Porter, Tonya",Tonya,Porter,1962-09-04T00:00:00,2015-03-06T00:00:00,MEDIUM,BRISBANE,-27.5071333,153.0718703,CUSTOMER
500368,SAVINGS,"Gonzalez, Kristen",Kristen,Gonzalez,1991-09-16T00:00:00,2016-04-04T00:00:00,LOW,BRISBANE,-27.5375636,153.0205582,CUSTOMER
500369,BUSINESS,"Johnson, Tim",Tim,Johnson,1966-08-26T00:00:00,2019-08-19T00:00:00,LOW,BRISBANE,-27.4763881,153.0558372,CUSTOMER
500370,SAVINGS,"Hutchinson, Candice",Candice,Hutchinson,1969-11-17T00:00:00,2019-01-12T00:00:00,LOW,BRISBANE,-27.5358528,153.1008278,CUSTOMER
500371,SAVINGS,"Carter, Chase",Chase,Carter,1967-03-02T00:00:00,2016-09-04T00:00:00,MEDIUM,BRISBANE,-27.5322404,153.039775,CUSTOMER
500372,SAVINGS,"Snyder, Daniel",Daniel,Snyder,1965-01-03T00:00:00,2018-04-26T00:00:00,LOW,BRISBANE,-27.4872748,153.0916896,CUSTOMER
500373,SAVINGS,"Walker, Kathryn",Kathryn,Walker,1959-03-15T00:00:00,2015-09-27T00:00:00,LOW,BRISBANE,-27.4218812,153.0398255,CUSTOMER
500374,BUSINESS,"Hayes, Lisa",Lisa,Hayes,1981-04-03T00:00:00,2016-12-11T00:00:00,LOW,BRISBANE,-27.5142816,152.9785029,CUSTOMER
500375,BUSINESS,"Zamora, Charles",Charles,Zamora,1975-01-08T00:00:00,2018-10-01T00:00:00,LOW,BRISBANE,-27.4452397,153.0376029,CUSTOMER
500376,MAXI-SAVER,"Nichols, Eric",Eric,Nichols,1962-02-06T00:00:00,2019-02-14T00:00:00,LOW,BRISBANE,-27.5211853,152.9800819,CUSTOMER
500377,BUSINESS,"Shaffer, Alexis",Alexis,Shaffer,1959-06-24T00:00:00,2017-05-21T00:00:00,LOW,BRISBANE,-27.4740822298942,153.09008668641405,CUSTOMER
500378,BUSINESS,"Dickson, Nina",Nina,Dickson,1984-05-31T00:00:00,2014-11-11T00:00:00,LOW,BRISBANE,-27.43022135,152.96647983567703,CUSTOMER
500379,SAVINGS,"Meyer, Patrick",Patrick,Meyer,1988-09-18T00:00:00,2016-08-02T00:00:00,LOW,BRISBANE,-27.432340099999998,153.10388339658135,CUSTOMER
500380,BUSINESS,"Kelley, Oscar",Oscar,Kelley,1968-08-19T00:00:00,2015-11-09T00:00:00,MEDIUM,BRISBANE,-27.5137676,153.0038571,CUSTOMER
500381,SAVINGS,"Graham, Nicholas",Nicholas,Graham,1983-08-02T00:00:00,2015-04-08T00:00:00,MEDIUM,BRISBANE,-27.48204135,152.99045811865687,CUSTOMER
500382,SAVINGS,"Shah, James",James,Shah,1990-03-06T00:00:00,2015-01-23T00:00:00,LOW,BRISBANE,-27.5051198,153.0015002,CUSTOMER
500383,SAVINGS,"Johnson, Linda",Linda,Johnson,1975-03-10T00:00:00,2019-02-19T00:00:00,LOW,BRISBANE,-27.49502795,152.98862450580424,CUSTOMER
500384,MAXI-SAVER,"Clark, John",John,Clark,1984-12-10T00:00:00,2017-10-09T00:00:00,LOW,BRISBANE,-27.428786266246536,152.9770096762713,CUSTOMER
500385,CREDIT,"Williams, Tyrone",Tyrone,Williams,1977-10-11T00:00:00,2019-12-18T00:00:00,LOW,BRISBANE,-27.46553015,152.99809700108514,CUSTOMER
500386,BUSINESS,"Beck, Allen",Allen,Beck,1980-12-17T00:00:00,2016-08-09T00:00:00,LOW,BRISBANE,-27.4629537,152.9934782,CUSTOMER
500387,CREDIT,"Shaw, Meghan",Meghan,Shaw,1969-09-11T00:00:00,2017-05-28T00:00:00,MEDIUM,BRISBANE,-27.43557393582168,152.95094667710126,CUSTOMER
500388,SAVINGS,"Baird, Jamie",Jamie,Baird,1961-07-13T00:00:00,2014-11-28T00:00:00,LOW,BRISBANE,-27.4549732,153.1029975,CUSTOMER
500389,SAVINGS,"Ramirez, David",David,Ramirez,1987-10-18T00:00:00,2019-07-22T00:00:00,LOW,BRISBANE,-27.5248958,153.0109579,CUSTOMER
500390,CREDIT,"Perry, Maria",Maria,Perry,1962-04-05T00:00:00,2019-09-03T00:00:00,LOW,BRISBANE,-27.489888,152.99141290160227,CUSTOMER
500391,SAVINGS,"Jones, Jeffrey",Jeffrey,Jones,1989-02-06T00:00:00,2018-11-14T00:00:00,LOW,BRISBANE,-27.4156563,153.0981588,CUSTOMER
500392,CREDIT,"Payne, Gregory",Gregory,Payne,1988-12-29T00:00:00,2015-05-15T00:00:00,MEDIUM,BRISBANE,-27.419206199999998,152.99015883932685,CUSTOMER
500393,SAVINGS,"Williams, James",James,Williams,1960-03-16T00:00:00,2015-07-16T00:00:00,LOW,BRISBANE,-27.408517,153.042861,CUSTOMER
500394,BUSINESS,"Peterson, Christian",Christian,Peterson,1987-07-17T00:00:00,2018-03-06T00:00:00,LOW,BRISBANE,-27.3983347,153.0552065,CUSTOMER
500395,BUSINESS,"Lopez, Melissa",Melissa,Lopez,1973-01-03T00:00:00,2019-10-28T00:00:00,LOW,BRISBANE,-27.398518,153.0582593,CUSTOMER
500396,SAVINGS,"Lawrence, Taylor",Taylor,Lawrence,1972-12-27T00:00:00,2019-12-26T00:00:00,LOW,BRISBANE,-27.3985817,153.0420019,CUSTOMER
500397,MAXI-SAVER,"Walker, Susan",Susan,Walker,1966-08-20T00:00:00,2019-09-17T00:00:00,MEDIUM,BRISBANE,-27.4064113,153.0654931,CUSTOMER
500398,SAVINGS,"Coleman, Cynthia",Cynthia,Coleman,1985-01-31T00:00:00,2018-05-15T00:00:00,LOW,BRISBANE,-27.5177464,152.9864927,CUSTOMER
500399,BUSINESS,"Robertson, Nancy",Nancy,Robertson,1967-07-28T00:00:00,2016-06-18T00:00:00,LOW,BRISBANE,-27.4545533,153.0938396,CUSTOMER
500400,CREDIT,"Knox, Robin",Robin,Knox,1977-01-15T00:00:00,2020-02-03T00:00:00,LOW,BRISBANE,-27.5097143,153.00168315145868,CUSTOMER
500401,BUSINESS,"Ross, Lori",Lori,Ross,1957-09-21T00:00:00,2014-11-02T00:00:00,LOW,BRISBANE,-27.4101085,152.9682235,CUSTOMER
500402,BUSINESS,"Phillips, Curtis",Curtis,Phillips,1987-07-21T00:00:00,2018-01-12T00:00:00,LOW,BRISBANE,-27.4752832,153.0813276,CUSTOMER
500403,SAVINGS,"Nelson, Michelle",Michelle,Nelson,1980-01-20T00:00:00,2019-03-26T00:00:00,LOW,BRISBANE,-27.49503635,152.99098589400705,CUSTOMER
500404,SAVINGS,"Munoz, Kimberly",Kimberly,Munoz,1961-04-20T00:00:00,2015-08-19T00:00:00,HIGH,BRISBANE,-27.523426,152.9670593,CUSTOMER
500405,MAXI-SAVER,"Kane, Daniel",Daniel,Kane,1980-10-22T00:00:00,2016-10-12T00:00:00,MEDIUM,BRISBANE,-27.506036,152.9795739,CUSTOMER
500406,BUSINESS,"Green, Dana",Dana,Green,1977-08-11T00:00:00,2016-10-16T00:00:00,LOW,BRISBANE,-27.4011386,152.9994486,CUSTOMER
500407,SAVINGS,"Greer, Trevor",Trevor,Greer,1991-04-21T00:00:00,2020-01-31T00:00:00,MEDIUM,BRISBANE,-27.407421873218496,153.0897268059342,CUSTOMER
500408,CREDIT,"Warner, Willie",Willie,Warner,1989-01-11T00:00:00,2019-01-31T00:00:00,LOW,BRISBANE,-27.514578957841614,153.07345657286916,CUSTOMER
500409,MAXI-SAVER,"Moreno, Patricia",Patricia,Moreno,1975-05-22T00:00:00,2016-05-01T00:00:00,LOW,BRISBANE,-27.51603815,152.98896924608687,CUSTOMER
500410,BUSINESS,"Bell, Elaine",Elaine,Bell,1959-03-28T00:00:00,2014-11-20T00:00:00,MEDIUM,BRISBANE,-27.5183058,153.0084344,CUSTOMER
500411,SAVINGS,"Robinson, Brian",Brian,Robinson,1986-06-29T00:00:00,2018-10-15T00:00:00,MEDIUM,BRISBANE,-27.3972804,153.0228707,CUSTOMER
500412,BUSINESS,"Cummings, Austin",Austin,Cummings,1963-10-30T00:00:00,2017-12-22T00:00:00,LOW,BRISBANE,-27.5191954,153.0460322,CUSTOMER
500413,MAXI-SAVER,"Beltran, Cindy",Cindy,Beltran,1970-03-19T00:00:00,2019-08-17T00:00:00,LOW,BRISBANE,-27.434223314808932,152.960756028297,CUSTOMER
500414,MAXI-SAVER,"Francis, Deanna",Deanna,Francis,1973-10-09T00:00:00,2018-12-13T00:00:00,MEDIUM,BRISBANE,-27.423737693744457,153.04215607330073,CUSTOMER
500621,SAVINGS,"Maddox, Deanna",Deanna,Maddox,1977-06-06T00:00:00,2016-05-27T00:00:00,LOW,BRISBANE,-27.4277193,153.0228822,CUSTOMER
500622,CREDIT,"Green, Teresa",Teresa,Green,1972-11-04T00:00:00,2016-08-08T00:00:00,LOW,BRISBANE,-27.4355256,153.0238414,CUSTOMER
500623,BUSINESS,"Hardy, Andrew",Andrew,Hardy,1957-05-06T00:00:00,2015-07-11T00:00:00,LOW,BRISBANE,-27.4950333,153.0998384,CUSTOMER
500624,MAXI-SAVER,"Mills, Timothy",Timothy,Mills,1978-10-23T00:00:00,2018-02-03T00:00:00,MEDIUM,BRISBANE,-27.4771543,152.9526577,CUSTOMER
500625,BUSINESS,"Herman, Danielle",Danielle,Herman,1962-08-04T00:00:00,2015-10-01T00:00:00,LOW,BRISBANE,-27.4110002,152.9638568,CUSTOMER
500626,SAVINGS,"Farmer, Jordan",Jordan,Farmer,1972-01-06T00:00:00,2016-05-07T00:00:00,MEDIUM,BRISBANE,-27.5227463,153.046922,CUSTOMER
500627,SAVINGS,"Burke, Bryan",Bryan,Burke,1959-10-06T00:00:00,2019-02-11T00:00:00,LOW,BRISBANE,-27.5032221,153.0744538,CUSTOMER
500628,CREDIT,"Brown, Abigail",Abigail,Brown,1984-04-10T00:00:00,2019-12-25T00:00:00,LOW,BRISBANE,-27.4402026,153.02461680458282,CUSTOMER
500629,SAVINGS,"Davidson, Kelly",Kelly,Davidson,1984-09-16T00:00:00,2016-04-12T00:00:00,MEDIUM,BRISBANE,-27.5360089,152.9760476,CUSTOMER
500630,MAXI-SAVER,"Robbins, James",James,Robbins,1982-11-07T00:00:00,2014-09-19T00:00:00,LOW,BRISBANE,-27.473642,152.9770459,CUSTOMER
500631,CREDIT,"Rodriguez, Tristan",Tristan,Rodriguez,1984-08-27T00:00:00,2017-03-12T00:00:00,LOW,BRISBANE,-27.4037497,152.9613512,CUSTOMER
500632,MAXI-SAVER,"Short, Kristy",Kristy,Short,1989-08-30T00:00:00,2019-02-19T00:00:00,LOW,BRISBANE,-27.41162895,153.0001560460658,CUSTOMER
500633,SAVINGS,"Freeman, Willie",Willie,Freeman,1988-10-27T00:00:00,2017-01-14T00:00:00,LOW,BRISBANE,-27.5362861,153.0933151,CUSTOMER
500634,MAXI-SAVER,"Salas, Wendy",Wendy,Salas,1958-08-24T00:00:00,2016-10-05T00:00:00,LOW,BRISBANE,-27.5309247,153.0385635,CUSTOMER
500635,SAVINGS,"Valentine, Danielle",Danielle,Valentine,1976-01-05T00:00:00,2017-02-08T00:00:00,LOW,BRISBANE,-27.5289253,153.0198023,CUSTOMER
500636,MAXI-SAVER,"Alvarez, Michael",Michael,Alvarez,1965-02-06T00:00:00,2016-02-01T00:00:00,LOW,BRISBANE,-27.44492005,153.0522617277395,CUSTOMER
500637,SAVINGS,"Rogers, Amy",Amy,Rogers,1963-03-11T00:00:00,2017-11-25T00:00:00,LOW,BRISBANE,-27.475244449999998,153.01066620480105,CUSTOMER
500638,BUSINESS,"Reynolds, Pamela",Pamela,Reynolds,1970-04-01T00:00:00,2017-04-23T00:00:00,LOW,BRISBANE,-27.4543628,153.0580678,CUSTOMER
500639,SAVINGS,"Jones, Melissa",Melissa,Jones,1990-02-21T00:00:00,2015-08-01T00:00:00,LOW,BRISBANE,-27.5192547,152.9720437,CUSTOMER
500640,BUSINESS,"Brooks, Kelsey",Kelsey,Brooks,1969-04-03T00:00:00,2017-10-02T00:00:00,LOW,BRISBANE,-27.44163495,153.0076086703317,CUSTOMER
500641,SAVINGS,"Trujillo, Garrett",Garrett,Trujillo,1961-03-10T00:00:00,2016-07-22T00:00:00,MEDIUM,BRISBANE,-27.532645199999997,153.00753831250208,CUSTOMER
500642,CREDIT,"Knox, Cody",Cody,Knox,1975-05-22T00:00:00,2015-08-05T00:00:00,LOW,BRISBANE,-27.5143843,153.0134432,CUSTOMER
500643,SAVINGS,"Sherman, Gail",Gail,Sherman,1974-01-11T00:00:00,2019-03-14T00:00:00,LOW,BRISBANE,-27.494667999999997,153.00269406874065,CUSTOMER
500644,SAVINGS,"Cross, Alex",Alex,Cross,1988-04-04T00:00:00,2019-12-26T00:00:00,LOW,BRISBANE,-27.4447343,153.07526431771728,CUSTOMER
500645,BUSINESS,"Bradford, Nancy",Nancy,Bradford,1989-01-25T00:00:00,2019-05-26T00:00:00,LOW,BRISBANE,-27.5219504,152.9791652,CUSTOMER
500646,BUSINESS,"Bruce, Chad",Chad,Bruce,1985-10-08T00:00:00,2014-12-29T00:00:00,LOW,BRISBANE,-27.471604710713514,152.95471794120024,CUSTOMER
500647,CREDIT,"Browning, Nicole",Nicole,Browning,1965-01-24T00:00:00,2015-08-29T00:00:00,LOW,BRISBANE,-27.532645199999997,153.00753831250208,CUSTOMER
500648,SAVINGS,"Flores, Stephanie",Stephanie,Flores,1976-05-24T00:00:00,2019-07-29T00:00:00,LOW,BRISBANE,-27.4904067,153.0032262,CUSTOMER
500649,SAVINGS,"Gallagher, John",John,Gallagher,1961-04-03T00:00:00,2016-11-20T00:00:00,LOW,BRISBANE,-27.4244138,152.9871096,CUSTOMER
500650,CREDIT,"Payne, Jennifer",Jennifer,Payne,1980-03-24T00:00:00,2018-02-03T00:00:00,LOW,BRISBANE,-27.41162895,153.0001560460658,CUSTOMER
500651,CREDIT,"Arias, Matthew",Matthew,Arias,1970-12-28T00:00:00,2015-09-09T00:00:00,MEDIUM,BRISBANE,-27.4633465,153.0224359,CUSTOMER
500652,BUSINESS,"Davidson, Tammy",Tammy,Davidson,1991-06-28T00:00:00,2018-04-27T00:00:00,LOW,BRISBANE,-27.5152449,153.05933736613213,CUSTOMER
500653,CREDIT,"Silva, Joan",Joan,Silva,1975-04-06T00:00:00,2017-06-02T00:00:00,LOW,BRISBANE,-27.40591645,153.04659532609648,CUSTOMER
500654,CREDIT,"Martinez, Jason",Jason,Martinez,1989-01-12T00:00:00,2018-01-03T00:00:00,LOW,BRISBANE,-27.5168136,153.1005404,CUSTOMER
500655,SAVINGS,"Monroe, Tyler",Tyler,Monroe,1977-04-22T00:00:00,2018-12-18T00:00:00,LOW,BRISBANE,-27.5373991,153.0200344,CUSTOMER
500656,SAVINGS,"Stevens, Bradley",Bradley,Stevens,1971-01-03T00:00:00,2016-03-16T00:00:00,LOW,BRISBANE,-27.4290831,152.9601283,CUSTOMER
500657,SAVINGS,"Phillips, Gary",Gary,Phillips,1958-10-19T00:00:00,2014-09-06T00:00:00,HIGH,BRISBANE,-27.4691221,153.0728732,CUSTOMER
500658,SAVINGS,"Morris, Savannah",Savannah,Morris,1973-09-09T00:00:00,2015-06-05T00:00:00,LOW,BRISBANE,-27.4535508,153.0569884,CUSTOMER
500659,CREDIT,"Lawson, Travis",Travis,Lawson,1964-07-11T00:00:00,2016-07-21T00:00:00,LOW,BRISBANE,-27.4066947,153.0483917,CUSTOMER
500660,SAVINGS,"Gonzalez, Jason",Jason,Gonzalez,1982-04-17T00:00:00,2015-02-16T00:00:00,MEDIUM,BRISBANE,-27.5131294,153.0270497,CUSTOMER
500661,SAVINGS,"Obrien, Charles",Charles,Obrien,1961-05-19T00:00:00,2015-03-17T00:00:00,LOW,BRISBANE,-27.5183283,153.0664162,CUSTOMER
500703,CREDIT,"Murray, Pamela",Pamela,Murray,1969-08-18T00:00:00,2017-06-06T00:00:00,LOW,BRISBANE,-27.5368532,153.0201957,CUSTOMER
500704,MAXI-SAVER,"Watkins, Timothy",Timothy,Watkins,1967-05-23T00:00:00,2015-01-02T00:00:00,LOW,BRISBANE,-27.490565,152.9619682,CUSTOMER
500705,BUSINESS,"Jennings, Daniel",Daniel,Jennings,1964-07-25T00:00:00,2016-11-11T00:00:00,LOW,BRISBANE,-27.49053085,153.04023822874618,CUSTOMER
500706,SAVINGS,"Barber, Mariah",Mariah,Barber,1983-02-06T00:00:00,2016-04-27T00:00:00,HIGH,BRISBANE,-27.3970124,153.0464416,CUSTOMER
500707,SAVINGS,"Franco, Erin",Erin,Franco,1974-06-07T00:00:00,2016-08-13T00:00:00,LOW,BRISBANE,-27.41162895,153.0001560460658,CUSTOMER
500708,SAVINGS,"Allen, Carolyn",Carolyn,Allen,1974-06-20T00:00:00,2018-08-10T00:00:00,HIGH,BRISBANE,-27.433947250000003,152.99602553177226,CUSTOMER
500709,SAVINGS,"Martin, Daniel",Daniel,Martin,1971-09-24T00:00:00,2015-01-11T00:00:00,LOW,BRISBANE,-27.5356391,153.1032213,CUSTOMER
500710,BUSINESS,"Gray, Dwayne",Dwayne,Gray,1973-11-22T00:00:00,2015-06-13T00:00:00,LOW,BRISBANE,-27.4389008,152.9779828010591,CUSTOMER
500711,BUSINESS,"Cunningham, Anna",Anna,Cunningham,1984-02-27T00:00:00,2017-06-05T00:00:00,LOW,BRISBANE,-27.4832324,153.0573564,CUSTOMER
500712,MAXI-SAVER,"Thompson, Ronald",Ronald,Thompson,1973-03-10T00:00:00,2018-10-13T00:00:00,LOW,BRISBANE,-27.4933801,153.0342345,CUSTOMER
500713,SAVINGS,"Owens, Katherine",Katherine,Owens,1976-12-09T00:00:00,2015-11-27T00:00:00,MEDIUM,BRISBANE,-27.47560005,153.00885245691586,CUSTOMER
500714,CREDIT,"Ware, Robert",Robert,Ware,1965-11-20T00:00:00,2016-05-11T00:00:00,LOW,BRISBANE,-27.4050128,153.0498173,CUSTOMER
500715,CREDIT,"Schneider, Michelle",Michelle,Schneider,1972-02-11T00:00:00,2017-03-05T00:00:00,LOW,BRISBANE,-27.51603815,152.98896924608687,CUSTOMER
500716,MAXI-SAVER,"Townsend, Alan",Alan,Townsend,1971-05-21T00:00:00,2015-10-27T00:00:00,LOW,BRISBANE,-27.413022633022212,153.08588734117814,CUSTOMER
500717,SAVINGS,"George, Misty",Misty,George,1959-07-04T00:00:00,2016-05-16T00:00:00,LOW,BRISBANE,-27.4220209,152.9883773,CUSTOMER
500718,BUSINESS,"Reynolds, John",John,Reynolds,1985-06-02T00:00:00,2016-08-19T00:00:00,LOW,BRISBANE,-27.39921545,153.08354914693112,CUSTOMER
500719,BUSINESS,"Mcdonald, Danny",Danny,Mcdonald,1972-08-10T00:00:00,2017-05-23T00:00:00,LOW,BRISBANE,-27.420654,153.0343891,CUSTOMER
500720,CREDIT,"Richards, Patrick",Patrick,Richards,1968-06-14T00:00:00,2018-03-10T00:00:00,LOW,BRISBANE,-27.4887214,153.041249,CUSTOMER
500721,SAVINGS,"Peterson, Jennifer",Jennifer,Peterson,1976-02-23T00:00:00,2018-12-26T00:00:00,MEDIUM,BRISBANE,-27.4498711,153.0685391,CUSTOMER
500722,SAVINGS,"Scott, Amanda",Amanda,Scott,1970-07-11T00:00:00,2014-10-05T00:00:00,LOW,BRISBANE,-27.454654650000002,152.9724232499828,CUSTOMER
500723,MAXI-SAVER,"Ware, Trevor",Trevor,Ware,1992-08-08T00:00:00,2019-10-02T00:00:00,LOW,BRISBANE,-27.48756635,153.00229762775422,CUSTOMER
500724,SAVINGS,"Hernandez, Anthony",Anthony,Hernandez,1988-01-30T00:00:00,2015-06-24T00:00:00,LOW,BRISBANE,-27.533726872738143,153.10222170638818,CUSTOMER
500725,CREDIT,"Lewis, Frank",Frank,Lewis,1983-05-07T00:00:00,2019-07-02T00:00:00,LOW,BRISBANE,-27.483158500000002,152.99324511829695,CUSTOMER
500726,MAXI-SAVER,"Le, Jeffrey",Jeffrey,Le,1969-08-19T00:00:00,2019-08-22T00:00:00,MEDIUM,BRISBANE,-27.47236170438781,152.96252967200067,CUSTOMER
500727,MAXI-SAVER,"Campbell, Julie",Julie,Campbell,1962-09-03T00:00:00,2014-09-24T00:00:00,MEDIUM,BRISBANE,-27.5124936,153.1015505,CUSTOMER
500728,SAVINGS,"Johnson, Valerie",Valerie,Johnson,1972-04-02T00:00:00,2016-10-06T00:00:00,LOW,BRISBANE,-27.442658253534518,153.0306052878764,CUSTOMER
500729,SAVINGS,"Diaz, Jose",Jose,Diaz,1970-06-30T00:00:00,2015-09-19T00:00:00,LOW,BRISBANE,-27.4809755,153.00516192249742,CUSTOMER
500730,SAVINGS,"Manning, Kevin",Kevin,Manning,1990-08-06T00:00:00,2017-01-17T00:00:00,LOW,BRISBANE,-27.4012449,153.0208546,CUSTOMER
500731,CREDIT,"Gardner, Mark",Mark,Gardner,1991-04-04T00:00:00,2015-11-06T00:00:00,LOW,BRISBANE,-27.4168768,153.0386207,CUSTOMER
500732,SAVINGS,"Marshall, John",John,Marshall,1961-12-25T00:00:00,2019-03-20T00:00:00,LOW,BRISBANE,-27.487848,153.02844243349534,CUSTOMER
500733,SAVINGS,"Martin, Ann",Ann,Martin,1972-12-07T00:00:00,2018-07-30T00:00:00,MEDIUM,BRISBANE,-27.4412396775901,152.98873109337248,CUSTOMER
500734,BUSINESS,"Johnson, Philip",Philip,Johnson,1967-07-20T00:00:00,2016-08-26T00:00:00,LOW,BRISBANE,-27.4389008,152.9779828010591,CUSTOMER
500735,SAVINGS,"Walters, Nathan",Nathan,Walters,1966-08-01T00:00:00,2017-05-27T00:00:00,MEDIUM,BRISBANE,-27.5408275,152.9655921,CUSTOMER
500736,SAVINGS,"Sanchez, Amy",Amy,Sanchez,1990-02-16T00:00:00,2016-11-10T00:00:00,LOW,BRISBANE,-27.5108941,153.0743459,CUSTOMER
500737,SAVINGS,"Pierce, Adam",Adam,Pierce,1981-02-21T00:00:00,2017-01-24T00:00:00,LOW,BRISBANE,-27.50144775,152.97562365547276,CUSTOMER
500738,MAXI-SAVER,"Fernandez, Jonathan",Jonathan,Fernandez,1970-11-12T00:00:00,2015-07-31T00:00:00,LOW,BRISBANE,-27.4950161,153.01348170462438,CUSTOMER
500739,SAVINGS,"Vazquez, Matthew",Matthew,Vazquez,1971-01-29T00:00:00,2016-01-18T00:00:00,MEDIUM,BRISBANE,-27.4688901,152.9769978,CUSTOMER
500740,BUSINESS,"Foster, Diane",Diane,Foster,1971-04-07T00:00:00,2017-03-25T00:00:00,LOW,BRISBANE,-27.477632149999998,153.0224632831128,CUSTOMER
500741,SAVINGS,"Brown, Jamie",Jamie,Brown,1983-08-16T00:00:00,2017-09-27T00:00:00,LOW,BRISBANE,-27.49816775,152.98561089836411,CUSTOMER
500742,SAVINGS,"Wilcox, Amber",Amber,Wilcox,1960-06-11T00:00:00,2016-11-02T00:00:00,MEDIUM,BRISBANE,-27.505735,153.0571009,CUSTOMER
500743,MAXI-SAVER,"Adams, Raymond",Raymond,Adams,1970-10-04T00:00:00,2017-09-11T00:00:00,MEDIUM,BRISBANE,-27.5203703,153.0148214,CUSTOMER
500744,CREDIT,"Monroe, Erica",Erica,Monroe,1964-08-07T00:00:00,2019-03-05T00:00:00,LOW,BRISBANE,-27.4939494,153.0790532,CUSTOMER
500745,MAXI-SAVER,"Bailey, Veronica",Veronica,Bailey,1963-07-03T00:00:00,2019-03-12T00:00:00,MEDIUM,BRISBANE,-27.4542482,153.074253,CUSTOMER
500746,MAXI-SAVER,"Matthews, Heather",Heather,Matthews,1985-08-13T00:00:00,2018-04-04T00:00:00,LOW,BRISBANE,-27.51336135,153.05457792853952,CUSTOMER
500747,BUSINESS,"Marquez, Mary",Mary,Marquez,1960-09-08T00:00:00,2015-12-15T00:00:00,MEDIUM,BRISBANE,-27.4905488,152.963134,CUSTOMER
500748,SAVINGS,"Cook, George",George,Cook,1969-05-27T00:00:00,2017-04-27T00:00:00,MEDIUM,BRISBANE,-27.4382396,153.0976595,CUSTOMER
500749,BUSINESS,"Hopkins, Juan",Juan,Hopkins,1970-06-22T00:00:00,2015-04-14T00:00:00,LOW,BRISBANE,-27.4608782,153.0660292,CUSTOMER
500750,MAXI-SAVER,"Martin, Cheryl",Cheryl,Martin,1987-01-12T00:00:00,2017-05-14T00:00:00,LOW,BRISBANE,-27.4216358,153.0933154,CUSTOMER
500751,SAVINGS,"Taylor, Mark",Mark,Taylor,1957-08-06T00:00:00,2015-12-15T00:00:00,HIGH,BRISBANE,-27.4096571,153.0277489,CUSTOMER
500752,SAVINGS,"Carr, Gary",Gary,Carr,1979-07-06T00:00:00,2020-01-14T00:00:00,LOW,BRISBANE,-27.4599346,153.0384724,CUSTOMER
500753,SAVINGS,"Thomas, Tiffany",Tiffany,Thomas,1958-06-15T00:00:00,2018-12-23T00:00:00,LOW,BRISBANE,-27.41113726634639,153.0656879252196,CUSTOMER
500754,CREDIT,"Cannon, Daisy",Daisy,Cannon,1958-12-27T00:00:00,2019-01-22T00:00:00,LOW,BRISBANE,-27.4734398,153.03493285829393,CUSTOMER
500755,SAVINGS,"Wells, Joshua",Joshua,Wells,1983-01-01T00:00:00,2015-08-14T00:00:00,LOW,BRISBANE,-27.5051513,152.9994787,CUSTOMER
